id,title,text
doc21,🇳🇿小马代不虚此行🇳🇿,往年没有玩的海 今年都玩个够 晒了一天直接穿上黑丝了 可能要捂好几个冬天才能好 	 听了很多年的小马尔代夫 今天终于可以一睹芳容 也太美了！！ 水好清澈🥲 一定要晴天去 太好看了 （对不起我的文化程度就到这里 很难形容有多好看） 🌊Kai Iwi Lakes 	 #新西兰#奥克兰生活#奥克兰#enfp#奥克兰日常#奥克兰日常#夏天当然要去看海#把夏天留给海边#玻璃海#大海可以治愈一切
doc22,拉萨酒店转让,酒店位于雪新村，布达拉宫背后，3楼房间和楼顶可观布宫，酒店有地下停车场，有厨房可做餐，大厅有咖啡厅和饭厅，环境优雅
doc23,马尔代夫huraa岛Bikini beach,被严重低估的马尔代夫居民岛huraa 真没想到🌴huraa岛有这么好看的泄湖～ 在Bikini beach有两个相连的小泄湖 大晴天的海水颜色太美了～ 和对面的度假岛Kani共享一片海水天空 这就是最具性价比的居民岛 总会出其不意的带来惊喜！ #马尔代夫居民岛huraa岛
doc24,阿那亚九龙湖昨天还不收费，今天就68一位,阿那亚九龙湖昨天还不收费，今天就68一位
doc25,用一首歌📹带你走进动漫里的世界🎨,原来动漫里的世界🌍是真实存在的 	 一周的时间里，去了东京、富士山、镰仓、北海道，虽是短短几天，却仿佛穿越了整个梦幻世界🎃 #新年旅行第一站#不早起旅行日记#北海道旅行#先出发再说#出发就是最好的计划#反向旅行出门溜溜#和同频的人一起看世界#日本旅行#富士山#镰仓
doc26,收京都高濑川🙏,收4.9-4.12的，可略高于原价（180以内）求求不需要的好心人出我吧#京都高濑川二条苑
doc27,W酒店不语 只是浴缸一味的像洗菜池,真的很像 没人觉得吗 旁边橙色的像削皮刀 刮好瓜皮就洗菜 #浴缸#酒店爱好者#洗浴#带泳池的酒店#泡澡#W酒店#澳门#澳门旅游#澳门W酒店#万豪
doc28,海边日记,#记录吧就现在#比基尼#海边拍照#海边沙滩这么穿#海边享受自由#一起做大海的女儿#躺在海浪里晒太阳#海边度假穿搭#海边正常穿搭无不良引导#已获得授权
doc29,世界が終わるまでは 🩵,#氛围感#镰仓#旅行
doc30,今天去浙大坐飞机,随时随地起飞#vlog#华为nova13#格外有格调#novaFlip潮流向新#华为开学焕新季#华为教育优惠#国补
doc31,每次从国外旅游回来都有一种不真实感,在回国工作几天后总会有种之前的旅游只是在梦里发生的不真实感，割裂感很强，明明是真实发生过的。可能是当地的人文和国内差得蛮多的原因吧。 #旅行#想念世界的每一天
doc32,𝐼𝑠𝑙𝑎𝑛𝑑 𝑑𝑖𝑎𝑟𝑦𓇼 ꙳🥥˳ ˖ ˚✩🫧,#一起看海就是共享心跳#海边穿搭#海边沙滩这么穿#沉沦在绝美的海边#蓝色治愈系大海#玻璃海
doc33,奢牌以下1k5的酒店只配喝廉价水吗,24年打卡的十几家Marriott、Hilton和Hyatt， 基本都是1k—1k5的套房或者行政房 无一例外，一块钱的纯水乐或纯悦 武汉洲际更是杂牌“我爱汉水” 奢牌以下的套房真的不配喝好一点的水了吗 反而是温德姆的基础房最惊喜…… #酒店#酒店爱好者#酒店颜值控#Marriott#Hilton#Hyatt
doc34,巴比伦 没有被德国人拆走的那段城墙,被德国人拿走了整个城门的巴比伦，又经历了80年代被萨达姆原址重建的灾难，终于在2019年评上了世界文化遗产。 	 经过嘎新噶新的城门p12-13和影视城一般城墙p8-10，终于见到了埋在地下的一段古巴比伦真迹p1-7，这段城门是后来才发掘的，是下城门，被德国搬走的是上城门。德国人当时把瓷砖挨个拆下，编号，运到柏林再组装。 	 p5是萨达姆行宫，不开放，现在正在和中国联手打造一个萨达姆博物馆。 	 #伊拉克旅游
doc35,长沙刚发布的旅游通知！！幸好提前看到了😭,打算2月来长沙旅游的家人们，快来看～ #长沙旅游攻略#长沙吃喝玩乐#长沙
doc36,晒得好开心,亚庇豪赌三天失败 哈哈哈 没有绝美日落 只有绝美的小猛 #亚庇#亚庇豪赌#亚庇日落
doc37,来到了异世界的出入口（live图版,海边的闪电震撼的我心颤 	 #当梦境照进现实#live图#通往异世界的大门#这才是实况的意义吧#巴塞罗那#人生的意义#这光怪陆离的世界
doc38,怪不得满世界都是韩国游客 日本人越来越少,今天第一次发现 	 这机票价格也差的太离谱了…为啥呢？ 	 日本人出趟远门可真费钱啊！ 	 只有去夏威夷好点（日本人的最爱） 	 #日本人#韩国人#旅游#机票#出行坐飞机#机票价格波动
doc39,北京📍cbd国贸大厦,好看 特出片 不用消费 直接拍就行
doc40,🇯🇵𝒗𝒍𝒐𝒈𝟭.𝟬真的穿越到动漫世界了…🍏,🐈 六日日本行 * 📍京都-大阪 前四天的记录！ ☁️体验感真的很好 完全动漫照进现实 	 #vlog#日本#旅游#我的日常
doc41,🇩🇪 前往拉脱维亚 🇱🇻,#外国人在中国#来来往往匆匆忙忙#旅行的路上#Travel#germany#foreign#newfriends#follow#beauty#makeup
doc42,梧桐长新叶，共赴南京约…,马上就要到春天啦🌸 南京的梧桐也慢慢长叶子了🍃 这个夏天，一起去梧桐大道散步吧… - 📍地点：江苏·南京·陵园路（梧桐大道） ⌚️时间：大概4月开始慢慢开始长叶子，到5月之后叶子比较茂密，11月中以后叶子会变黄 🚇交通：地铁2号线苜蓿园站1号口 - 🚶中山陵一日游线路 明孝陵3号门👉燕雀湖👉明孝陵5号门👉陵园路（梧桐大道）👉美龄宫👉紫金山👉中山陵👉音乐台👉灵谷寺👉灵谷寺路（小梧桐大道） - 📝实用Tips 1️⃣明孝陵、灵谷寺、音乐台、这三个景点早上6:30前、晚上18:30后免费进入 2️⃣陵园路早上人少，中午之后人就多了，在马路上拍照一定注意安全 - #南京#南京梧桐大道#梧桐大道#南京梧桐树#陵园路#南京旅游#南京旅行#南京攻略#某某#盛夏#地球村#不早起旅行日记#反向旅行出门溜溜#中式旅行天花板#新年旅行第一站#chinatravel#我拍到的治愈画面#旅行#摄影#生活记录
doc43,东京2025.2.5,
doc44,游来游去的鲨鱼,一对夫妻在海里游泳，看不到身边的小鲨鱼，我们提醒了一下，他们上来了。#普拉兰岛
doc45,右划和我一起打卡霉霉！,大年初五和两个霉亲一起打卡了香港深水湾霉霉同款机位！因为今天是阴天所以超还原了！#霉霉#TaylorSwift#香港沙滩#speaknow#深水湾
doc46,皇家邮轮3.22两晚周末巡游澳大利亚悉尼往返,登船地：澳大利亚悉尼 开船时间：3.22 	 游玩行程： 1 澳大利亚悉尼 下午5:00出发 2 巡航 海上的一天 3 澳大利亚悉尼 到达6:30 AM 	 ﻿#澳大利亚﻿ ﻿#悉尼﻿ ﻿#皇家加勒比﻿ ﻿#短途游﻿ ﻿#邮轮﻿ ﻿#邮轮旅游﻿
doc47,有郑州出发去重庆看WTT的🍟嘛，,有郑州出发去重庆看WTT的🍟嘛， 可以拼一下酒店#蹲一个搭子#重庆WTT#🍟
doc48,🇶🇦多哈Chedi｜来中东体验印度风情🤣,月初回🇫🇷顺道在卡塔尔转了个机，总共五天四夜，选择了在多哈的chedi度过@吉合睦GHM 。 	 酒店真的很漂亮！印度莫卧儿王朝风格，大晴天拍照真的很出片！全程服务都很到位，由于很多同胞住这，个别几位服务员能讲两句中文，早餐还有白粥和馄饨🤣正逢新年假期，酒店准备的下午茶也摆上了灯笼🏮和月饼（虽然我们过年不吃月饼啊！） 酒店早餐挺好吃的，就是天天吃一样的难免会有些厌倦😩午餐晚餐单点价格较高，比如图中这碗色拉要100QAR（=200rmb） 	 2月的多哈不冷不热，白天紫外线很大的，上午在酒店泳池游了俩小时直接给我晒伤了一定要做好防晒！ 📷：Dazz（FXN-R） 	 #多哈#多哈酒店#chedi
doc49,乌鲁瓦图SENSE SPA 的无敌悬崖海景,提前一天才预约上空位（所以没选上日落的时间 在国内试了很多很多次都登不上whatsapp 不过入口处的景色 👍🏻 spa中规中矩 感觉没必要选Luxury Retreat 我还很大头的➕了几个项目 不过每天都在外面跑跑跑 休息三个小时也很舒服啦
doc50,晨雾下的松赞林寺，地理学上的一大奇观,总要来趟香格里拉吧，感受一下这个缺氧但不缺信仰的地方，去松赞林寺追逐一场光雾交织的神明感晨雾 晨雾下的松赞林寺，海拔3800米的一大奇观，这放高中最低也带是一道地理题，那么问题来了，这是到底是饮烟还是水雾﻿#松赞林寺﻿ ﻿#云南﻿ ﻿#摄影﻿ ﻿#香格里拉﻿ ﻿#香格里拉旅行﻿﻿#松赞林寺晨雾﻿ ﻿#富图宝﻿ ﻿#富图宝校园大使﻿
doc51,芜湖元宵节烟花秀,芜湖十里江湾烟花秀#点燃你的新春烟花#元宵节#芜湖#芜湖起飞#芜湖烟花#向烟花许个愿#有烟花才有年味#烟花#超美烟花#这就是过年的意义吧
doc52,“I have some void time”,"和朋友随便挑了一个小镇，叫海伦斯堡，Helensburgh，名字很美。漫无目的的在镇里面走走，然后坐在海边聊天。靠着海的镇子很小，两条整齐的街，最高的建筑是一座哥特式的教堂。除了主街，其他地方几乎见不到人，街上年轻人也很少，连慈善商店里卖的也都是二手老人衣。但不得不说我很喜欢这里，我喜欢少人又安静的地方，很空，生活能落下脚。 走在街上的时候《人生的枷锁》这本书的情节一直在我心里闪回。故事很长，如果大家看到这里，那我推荐大家去看看，书是毛姆写的。怎么说呢，是一种极强的宿命感，沉重，但并不悲伤。终于看清了生活的真相后。反而生出让人安心的勇气来。少年的时候总以为人生该处处是波澜壮阔的追求，但现在觉得，“乡村四月闲人少，才了蚕桑又插田”也很好。 and，so long, Helensburgh.#也许在平行的另一条时空#留住这一秒#英国留学生#生活#没有意义但有趣#格拉斯哥#苏格兰#海伦斯堡"
doc53,第一次来鼓浪屿不清楚地图，生活用品没带够就点了个超市外卖，结果半天没送来就看了眼,第一次来鼓浪屿不清楚地图，生活用品没带够就点了个超市外卖，结果半天没送来就看了眼地图，发现居然在岛外，外卖小哥一个电话也没打，默默开去了码头 就眼睁睁看着小哥轮渡过来又从码头走到民宿 拿外卖的时候问小哥 我:“接错外卖打个电话过来，让我取消就行了” 小哥:“想着接都接了，就送了吧” “以后再也不送那么远了” 	 最后小哥又苦哈哈走回码头轮渡回去找车了 我想这个外卖小哥应该就这件事能吹很久了吧 #还是好人多#外卖小哥#鼓浪屿旅游
doc54,怎不忆杭州,离开杭州的这些年，心里始终藏着一个江南梦。 	 春日里，苏堤上的桃花灼灼，垂柳依依；夏日的西湖，接天莲叶无穷碧，映日荷花别样红；到了秋天，满觉陇的桂花香，随着秋风飘满整个杭城；冬日，断桥残雪的美景，宛如淡雅的水墨画。 	 那时的我，以为这些美好会一直都在，却不知离开后才惊觉，它们早已成为心底珍贵的回忆。 	 如今，故乡的模样在岁月的长河中已渐渐发生改变，庆幸的是还有那么一些草木池石，细微之物，依旧如过往，在四季流转中静静等待着我。 	 #我的日常#摄影#薯条小助手#江南烟雨#灵隐寺#治愈#审美积累#心灵成长#自然#徒步
doc55,海边就要这个感觉 海不见我我自见海 比基尼 海南 海边拍出氛围感 喜欢海边的风,#海边就要这个感觉#海不见我我自见海#比基尼#海南#海边拍出氛围感#喜欢海边的风#海边穿搭
doc56,开封还是好人多,下午在夜市逛，手机丢了，打电话，夜市热心的叔叔阿姨接到电话，还在原地等待归还手机。
doc57,去日本必做的一件事！領各地的人孔蓋小卡💮,跟瘋子一樣存了 1200 + 日本地點😍 共享地圖清單給大家，歡迎私訊領取地圖清單共享 ⠀⠀ 去年短居日本的時候，才發現這個酷東西 旅遊結束後，把整個網頁上的地圖清單都整理出來了 想分享給也要去日本旅遊、想要搜集沙井卡的卡友 ⠀ 不知道日本旅遊板上有沒有人也是沙井卡收藏家 好想看看大家蒐集的卡片🏃🏻‍♀️ #纪念品#日本#旅遊#沙井卡
doc58,去了新加坡才发现英语真的是....,今年过年在新加坡呆了小半个月，真的是体会到了文化差异以及沟通壁垒。 	 新加坡真的是有形形色色各种各样的人来自世界各地，我真的大开眼界 起初自己这三脚猫功夫的英语还能应对一些最基本的沟通 什么多少钱，是不是在这吃啊等等 原还以为自己游刃有余洋洋得意 但是在最后两天要离开新加坡时我去了金沙酒店56层。 	 那是个sky bar 空中酒吧 里面没有人会说中文 只有一个稍微会一点的服务员 还不是华人 我只能勉强和他沟通 点了三杯酒 也是他推荐的 还挺好喝的 心里真的恨自己不成钢 。 	 看着周围有欧美人 新加坡人 马来人 都在游刃有余畅所欲言 但是口中确实我听不懂的英语 真的有点羡慕了。 所以回国之后同下心来要重拾英语 所以发了这篇小红薯 以后也会多多更新不为别的只为监督自己！！ 	 大家有什么学英语的好方法嘛 在线求教#和外国人交流#新加坡#英语学习#外语#新加坡旅游
doc59,香港也太好拍了🇭🇰,#今天不一样#感觉至上𖦹ࡇ𖦹
doc60,Kenya第一次摇人完美成团！,小红书摇人群找的搭子们太靠谱了，第一次摇人就完美组队，太激动了！！！大家充分信任彼此，在预算、酒店、行程选择上都非常和谐，组团6人行！以下是我们的行程，欢迎大家给建议！ 	 7月底～8月初 8天肯尼亚私人游猎（安博塞利/奈瓦沙/纳库鲁/马赛马拉） 报价：2000🔪出头、6人1车、4×4 Toyota LandCruiser 行程安排： Day 1: 内罗毕 → 安博塞利（午餐后游戏驱车，远眺乞力马扎罗） 住：Amboseli Sentrim Lodge Day 2: 安博塞利（清晨拍摄乞力马扎罗，全日游猎） 住：Amboseli Sentrim Lodge Day 3: 安博塞利 → 奈瓦沙（途经大裂谷，下午奈瓦沙湖游船+可选新月岛步行游猎） 住：Naivasha Country Club Day 4: 奈瓦沙 → 纳库鲁（观赏火烈鸟、黑白犀牛等） 住：Lake Nakuru Lodge Day 5: 纳库鲁 → 马赛马拉（午餐后游戏驱车，寻找狮子、猎豹等） 住：Olkinyei Tented Camp Day 6: 马赛马拉（全天游猎，观赏丰富野生动物） 住：Olkinyei Tented Camp Day 7: 马赛马拉（深入探索，追踪野生动物） 住：Olkinyei Tented Camp Day 8: 马赛马拉 → 内罗毕（可选马赛村参观，下午返回） 费用包含 ✅ 交通：陆巡车（开顶）+ 英语向导 + 无限游戏驱车 ✅ 门票：所有国家公园门票 ✅ 住宿：行程所列酒店/营地 ✅ 餐饮：每日三餐（早餐、午餐、晚餐） ✅ 接送：机场/酒店接送 ✅ 额外活动：奈瓦沙湖游船 + 车载饮用水 费用不含 ❌ Ukunda航班 ❌ 个人消费 ❌ 小费 ❌ 其他自费项目（如马赛村参观、新月岛步行游猎） 	 #肯尼亚#肯尼亚地接#肯尼亚Safari
doc61,再也不和朋友一起穷游了,和朋友去武汉玩，出发前预算不同，为了省车费陪朋友做了十几个小时的硬座，腰酸背痛，屁股也痛。到了古德寺要收费，也不愿买票，宁愿到了在门口打个卡就走，也不愿意出几十块钱的门票钱，去江汉路逛，纯走路过去，打车能不打基本没打，大部分时间都是走路，小腿都走出红血丝了，真的的是花少的钱，受最大的罪。 #大学生穷游#先旅游还是先攒钱#当代年轻人旅游#和好朋友出去旅游#特种兵穷游
doc62,行之力则知愈进.,#贝尔法斯特#贝尔法斯特旅游#贝尔法斯特周边
doc63,12306，你的CPU干冒烟了,都是人才
doc64,苏梅岛之行完美结束啦🏝️,过了7天躺平的岛民生活，成功美黑😎 	 其中4天是在酒店海边日光浴，天气好的时候可以游泳划桨板。 另外3天，一天报了tao岛水肺潜水，一日安通海洋公园跳岛，半日红帆船看落日，每天都很完美！ 	 #惬意海岛生活#度假#一起去度假#返工#出海
doc65,我，21岁一个人在日本，15天3000元（含机票）,相较于走马观花似的匆匆忙的去网红打卡地拍照，我更喜欢静下心来去慢慢体验当地风俗和人情。 其实我不太喜欢做攻略，看别人去日本旅游都是几万几万的，要不就是7，8000元。我上次去日本只花了2000多元人民币（算来回机票和通勤）呆了15天。下面说一下我的方式吧：首先我是一名大四的本科在校生，所以日本签证很好办（不需要资产证明）。我是24年12月25号去的（考完研就去了），从河北正定到成田的机票去的时候是600元人民币，春秋航空直达4小时。我是先联系了日本的一户人家，这种方式叫WWoof，就是说白了就是我去他们家里干活帮忙，相应的他们将给我一日三餐和住宿。每天工作大概2个多小时，这是因人而异（每天不会超过4小时），之后剩下的时间就属于自己的了。联系host大概提前一个月吧。我到了神奈川的某一个地方（保护隐私）的车站，他们来接我了，回到他们家里大概晚上七点左右了，当时他们家里还有2个像我这样的人，一个21岁（美国人，Tyler），一个24岁（德国人，一青）。当时他们在刷碗，再然后host给了我一个房间，介绍了一下，我们就在一起吃了饭。其实我的英语很差，沟通还有点问题。由于第二天没有活干，我，Tyler和一青就去了附近的寺庙玩了一上午，下午又去了天守阁和附近的海岸，反正就是玩嘛。晚上坐电车回到家后，我们在一起做了饭，我刷碗。一天就这样过去了。因为当时日本快过年了嘛，我们的任务就是擦玻璃，工作完了之后在一起吃饭，下午就跑着玩，我经常和他们练习口语，以至于我的英语口语进步很快。之后我们还在一起锤年糕，体验当地的文化。过年的那天下午，我们没有出去玩，host做了许多美味的饭菜，非常的好吃，真是被喂饱了。跨年夜的晚上host带着我们去了当地的大寺庙去祈福，晚上人挺多的。中间有太多丰富的经历，奈何篇幅太长我一口气讲不完，期间还去爬山了，奈何有云没有看见富士山，就这样我住了大概10天吧，Tyler是1月2号离开的，我是4号早上离开的。离开后我去了镰仓，七里滨。晚上住了胶囊酒店，130一晚。第二天我去了横滨和东京，在上野站开了2晚的胶囊酒店，200多元人民币，新宿，涉谷，浅草寺之类的我也都去了。因为东京是个大城市，实在是太多元了，不能很好的体验当地文化。就这样呆了大概15天吧，我是25年一月8号回来的。我从来不喜欢算钱，大概不超过3000吧，回来的机票是700元。当然英语学好是关键！
doc66,2.22浏阳烟花也是看上了,第一还是第二篇章的七彩祥云很惊艳，烟少。 感觉我们的位置有点太靠前了，想看看不同视角的哈哈哈#烟花#浏阳烟花
